coub,sex,edu_lfs,dos_lfs,oecd,regionb,oecdb,fborn,number
STP,1,99,99,1,AFRI,0,1,5
STP,2,1,1,1,AFRI,0,1,1002
STP,2,2,1,1,AFRI,0,1,1484
STP,2,3,1,1,AFRI,0,1,276
STP,2,99,1,1,AFRI,0,1,9
STP,2,1,2,1,AFRI,0,1,1826
STP,2,2,2,1,AFRI,0,1,827
STP,2,3,2,1,AFRI,0,1,2
STP,2,99,2,1,AFRI,0,1,2
STP,2,1,3,1,AFRI,0,1,3965
STP,2,2,3,1,AFRI,0,1,1292
STP,2,3,3,1,AFRI,0,1,1396
STP,2,1,99,1,AFRI,0,1,14
STP,2,2,99,1,AFRI,0,1,8
STP,2,3,99,1,AFRI,0,1,9
SUR,1,1,1,1,SCAC,0,1,2749
SUR,1,2,1,1,SCAC,0,1,1992
SUR,1,3,1,1,SCAC,0,1,604
SUR,1,99,1,1,SCAC,0,1,1263
SUR,1,1,2,1,SCAC,0,1,1211
SUR,1,2,2,1,SCAC,0,1,937
SUR,1,3,2,1,SCAC,0,1,483
SUR,1,99,2,1,SCAC,0,1,50
SUR,1,1,3,1,SCAC,0,1,30694
SUR,1,2,3,1,SCAC,0,1,28110
SUR,1,3,3,1,SCAC,0,1,14428
SUR,1,99,3,1,SCAC,0,1,2118
SUR,1,1,99,1,SCAC,0,1,1719
SUR,1,2,99,1,SCAC,0,1,478
SUR,1,3,99,1,SCAC,0,1,93
SUR,1,99,99,1,SCAC,0,1,14
SUR,2,1,1,1,SCAC,0,1,3651
SUR,2,2,1,1,SCAC,0,1,3119
SUR,2,3,1,1,SCAC,0,1,1026
SUR,2,99,1,1,SCAC,0,1,863
SUR,2,1,2,1,SCAC,0,1,1419
SUR,2,2,2,1,SCAC,0,1,1335
SUR,2,3,2,1,SCAC,0,1,570
SUR,2,99,2,1,SCAC,0,1,194
SUR,2,1,3,1,SCAC,0,1,41276
SUR,2,2,3,1,SCAC,0,1,37456
SUR,2,3,3,1,SCAC,0,1,15107
SUR,2,99,3,1,SCAC,0,1,4111
SUR,2,1,99,1,SCAC,0,1,1584
SUR,2,2,99,1,SCAC,0,1,329
SUR,2,3,99,1,SCAC,0,1,97
SUR,2,99,99,1,SCAC,0,1,11
SWE,1,1,0,1,EURO,1,0,766915
SWE,1,2,0,1,EURO,1,0,1697395
SWE,1,3,0,1,EURO,1,0,761610
SWE,1,99,0,1,EURO,1,0,68940
SWE,2,1,0,1,EURO,1,0,793835
SWE,2,2,0,1,EURO,1,0,1371495
SWE,2,3,0,1,EURO,1,0,1079380
SWE,2,99,0,1,EURO,1,0,60080
SWE,1,1,1,1,EURO,1,1,2376
SWE,1,2,1,1,EURO,1,1,6418
SWE,1,3,1,1,EURO,1,1,12480
SWE,1,99,1,1,EURO,1,1,5627
SWE,1,1,2,1,EURO,1,1,1389
SWE,1,2,2,1,EURO,1,1,2872
SWE,1,3,2,1,EURO,1,1,7435
SWE,1,99,2,1,EURO,1,1,1156
SWE,1,1,3,1,EURO,1,1,10410
SWE,1,2,3,1,EURO,1,1,26721
SWE,1,3,3,1,EURO,1,1,33020
SWE,1,99,3,1,EURO,1,1,1493
SWE,1,1,23,1,EURO,1,1,8
SWE,1,2,23,1,EURO,1,1,4
SWE,1,3,23,1,EURO,1,1,208
SWE,1,1,99,1,EURO,1,1,1317
SWE,1,2,99,1,EURO,1,1,2076
SWE,1,3,99,1,EURO,1,1,1811
SWE,1,99,99,1,EURO,1,1,706
SWE,2,1,1,1,EURO,1,1,2655
SWE,2,2,1,1,EURO,1,1,9352
SWE,2,3,1,1,EURO,1,1,13701
SWE,2,99,1,1,EURO,1,1,4641
SWE,2,1,2,1,EURO,1,1,1640
SWE,2,2,2,1,EURO,1,1,3971
SWE,2,3,2,1,EURO,1,1,8311
SWE,2,99,2,1,EURO,1,1,778
SWE,2,1,3,1,EURO,1,1,12695
SWE,2,2,3,1,EURO,1,1,38830
SWE,2,3,3,1,EURO,1,1,47854
SWE,2,99,3,1,EURO,1,1,1300
SWE,2,1,23,1,EURO,1,1,8
SWE,2,2,23,1,EURO,1,1,28
SWE,2,3,23,1,EURO,1,1,192
SWE,2,1,99,1,EURO,1,1,1159
SWE,2,2,99,1,EURO,1,1,2076
SWE,2,3,99,1,EURO,1,1,2170
SWE,2,99,99,1,EURO,1,1,277
SWZ,1,1,1,1,AFRI,0,1,20
SWZ,1,2,1,1,AFRI,0,1,154
SWZ,1,3,1,1,AFRI,0,1,88
SWZ,1,99,1,1,AFRI,0,1,3
SWZ,1,1,2,1,AFRI,0,1,61
SWZ,1,2,2,1,AFRI,0,1,116
SWZ,1,3,2,1,AFRI,0,1,224
SWZ,1,99,2,1,AFRI,0,1,2
SWZ,1,1,3,1,AFRI,0,1,20
SWZ,1,2,3,1,AFRI,0,1,697
SWZ,1,3,3,1,AFRI,0,1,1182
SWZ,1,99,3,1,AFRI,0,1,9
SWZ,1,1,99,1,AFRI,0,1,1
SWZ,1,2,99,1,AFRI,0,1,20
SWZ,1,3,99,1,AFRI,0,1,64
SWZ,1,99,99,1,AFRI,0,1,19
SWZ,2,1,1,1,AFRI,0,1,119
SWZ,2,2,1,1,AFRI,0,1,104
SWZ,2,3,1,1,AFRI,0,1,198
SWZ,2,99,1,1,AFRI,0,1,11
SWZ,2,1,2,1,AFRI,0,1,170
SWZ,2,2,2,1,AFRI,0,1,219
SWZ,2,3,2,1,AFRI,0,1,486
SWZ,2,99,2,1,AFRI,0,1,2
SWZ,2,1,3,1,AFRI,0,1,83
SWZ,2,2,3,1,AFRI,0,1,523
SWZ,2,3,3,1,AFRI,0,1,2003
SWZ,2,99,3,1,AFRI,0,1,4
SWZ,2,1,99,1,AFRI,0,1,5
SWZ,2,2,99,1,AFRI,0,1,7
SWZ,2,3,99,1,AFRI,0,1,19
SWZ,2,99,99,1,AFRI,0,1,16
SYC,1,1,1,1,AFRI,0,1,16
SYC,1,2,1,1,AFRI,0,1,137
SYC,1,3,1,1,AFRI,0,1,85
SYC,1,99,1,1,AFRI,0,1,3
SYC,1,1,2,1,AFRI,0,1,71
SYC,1,2,2,1,AFRI,0,1,113
SYC,1,3,2,1,AFRI,0,1,55
SYC,1,99,2,1,AFRI,0,1,14
SYC,1,1,3,1,AFRI,0,1,891
SYC,1,2,3,1,AFRI,0,1,1330
SYC,1,3,3,1,AFRI,0,1,1311
SYC,1,99,3,1,AFRI,0,1,100
SYC,1,1,99,1,AFRI,0,1,10
SYC,1,2,99,1,AFRI,0,1,19
SYC,1,3,99,1,AFRI,0,1,33
SYC,1,99,99,1,AFRI,0,1,34
SYC,2,1,1,1,AFRI,0,1,83
SYC,2,2,1,1,AFRI,0,1,91
SYC,2,3,1,1,AFRI,0,1,77
SYC,2,99,1,1,AFRI,0,1,6
SYC,2,1,2,1,AFRI,0,1,117
SYC,2,2,2,1,AFRI,0,1,228
SYC,2,3,2,1,AFRI,0,1,95
SYC,2,99,2,1,AFRI,0,1,12
SYC,2,1,3,1,AFRI,0,1,1617
SYC,2,2,3,1,AFRI,0,1,3716
SYC,2,3,3,1,AFRI,0,1,1844
SYC,2,99,3,1,AFRI,0,1,151
SYC,2,1,99,1,AFRI,0,1,32
SYC,2,2,99,1,AFRI,0,1,150
SYC,2,3,99,1,AFRI,0,1,21
SYC,2,99,99,1,AFRI,0,1,31
SYR,1,1,1,1,ASIA,0,1,192768
SYR,1,2,1,1,ASIA,0,1,74970
SYR,1,3,1,1,ASIA,0,1,70258
SYR,1,99,1,1,ASIA,0,1,33434
SYR,1,1,2,1,ASIA,0,1,9423
SYR,1,2,2,1,ASIA,0,1,7970
SYR,1,3,2,1,ASIA,0,1,6713
SYR,1,99,2,1,ASIA,0,1,1081
SYR,1,1,3,1,ASIA,0,1,36289
SYR,1,2,3,1,ASIA,0,1,36344
SYR,1,3,3,1,ASIA,0,1,41196
SYR,1,99,3,1,ASIA,0,1,1833
SYR,1,1,99,1,ASIA,0,1,3894
SYR,1,2,99,1,ASIA,0,1,1296
SYR,1,3,99,1,ASIA,0,1,1203
SYR,1,99,99,1,ASIA,0,1,398
SYR,2,1,1,1,ASIA,0,1,112362
SYR,2,2,1,1,ASIA,0,1,37759
SYR,2,3,1,1,ASIA,0,1,35716
SYR,2,99,1,1,ASIA,0,1,17362
SYR,2,1,2,1,ASIA,0,1,8569
SYR,2,2,2,1,ASIA,0,1,4614
SYR,2,3,2,1,ASIA,0,1,5379
SYR,2,99,2,1,ASIA,0,1,763
SYR,2,1,3,1,ASIA,0,1,34166
SYR,2,2,3,1,ASIA,0,1,27564
SYR,2,3,3,1,ASIA,0,1,23895
SYR,2,99,3,1,ASIA,0,1,1429
SYR,2,1,99,1,ASIA,0,1,1527
SYR,2,2,99,1,ASIA,0,1,897
SYR,2,3,99,1,ASIA,0,1,1016
SYR,2,99,99,1,ASIA,0,1,429
TCA,1,1,1,1,SCAC,0,1,136
TCA,1,2,1,1,SCAC,0,1,225
TCA,1,3,1,1,SCAC,0,1,38
TCA,1,1,2,1,SCAC,0,1,1
TCA,1,2,2,1,SCAC,0,1,129
TCA,1,1,3,1,SCAC,0,1,806
TCA,1,2,3,1,SCAC,0,1,1161
TCA,1,3,3,1,SCAC,0,1,492
TCA,2,1,1,1,SCAC,0,1,178
TCA,2,2,1,1,SCAC,0,1,351
TCA,2,1,2,1,SCAC,0,1,104
TCA,2,2,2,1,SCAC,0,1,114
TCA,2,3,2,1,SCAC,0,1,89
TCA,2,1,3,1,SCAC,0,1,946
TCA,2,2,3,1,SCAC,0,1,1762
TCA,2,3,3,1,SCAC,0,1,988
TCA,2,2,99,1,SCAC,0,1,10
TCD,1,1,1,1,AFRI,0,1,804
TCD,1,2,1,1,AFRI,0,1,493
TCD,1,3,1,1,AFRI,0,1,545
TCD,1,99,1,1,AFRI,0,1,36
TCD,1,1,2,1,AFRI,0,1,231
TCD,1,2,2,1,AFRI,0,1,371
TCD,1,3,2,1,AFRI,0,1,324
TCD,1,99,2,1,AFRI,0,1,22
TCD,1,1,3,1,AFRI,0,1,513
TCD,1,2,3,1,AFRI,0,1,1170
TCD,1,3,3,1,AFRI,0,1,2011
TCD,1,99,3,1,AFRI,0,1,8
TCD,1,1,99,1,AFRI,0,1,330
TCD,1,2,99,1,AFRI,0,1,307
TCD,1,3,99,1,AFRI,0,1,363
TCD,1,99,99,1,AFRI,0,1,23
TCD,2,1,1,1,AFRI,0,1,756
TCD,2,2,1,1,AFRI,0,1,161
TCD,2,3,1,1,AFRI,0,1,279
TCD,2,99,1,1,AFRI,0,1,36
TCD,2,1,2,1,AFRI,0,1,235
TCD,2,2,2,1,AFRI,0,1,366
TCD,2,3,2,1,AFRI,0,1,236
TCD,2,99,2,1,AFRI,0,1,16
TCD,2,1,3,1,AFRI,0,1,734
TCD,2,2,3,1,AFRI,0,1,998
TCD,2,3,3,1,AFRI,0,1,1393
TCD,2,99,3,1,AFRI,0,1,13
TCD,2,1,99,1,AFRI,0,1,315
TCD,2,2,99,1,AFRI,0,1,298
TCD,2,3,99,1,AFRI,0,1,333
TCD,2,99,99,1,AFRI,0,1,4
TGO,1,1,1,1,AFRI,0,1,2627
TGO,1,2,1,1,AFRI,0,1,1621
TGO,1,3,1,1,AFRI,0,1,2198
TGO,1,99,1,1,AFRI,0,1,554
TGO,1,1,2,1,AFRI,0,1,1671
TGO,1,2,2,1,AFRI,0,1,2112
TGO,1,3,2,1,AFRI,0,1,2636
TGO,1,99,2,1,AFRI,0,1,482
TGO,1,1,3,1,AFRI,0,1,2413
TGO,1,2,3,1,AFRI,0,1,7000
TGO,1,3,3,1,AFRI,0,1,9835
TGO,1,99,3,1,AFRI,0,1,375
TGO,1,1,99,1,AFRI,0,1,728
TGO,1,2,99,1,AFRI,0,1,909
TGO,1,3,99,1,AFRI,0,1,887
TGO,1,99,99,1,AFRI,0,1,162
TGO,2,1,1,1,AFRI,0,1,1611
TGO,2,2,1,1,AFRI,0,1,1496
TGO,2,3,1,1,AFRI,0,1,2047
TGO,2,99,1,1,AFRI,0,1,386
TGO,2,1,2,1,AFRI,0,1,2092
TGO,2,2,2,1,AFRI,0,1,2144
TGO,2,3,2,1,AFRI,0,1,1108
TGO,2,99,2,1,AFRI,0,1,269
TGO,2,1,3,1,AFRI,0,1,4588
TGO,2,2,3,1,AFRI,0,1,5845
TGO,2,3,3,1,AFRI,0,1,6465
TGO,2,99,3,1,AFRI,0,1,66
TGO,2,1,99,1,AFRI,0,1,804
TGO,2,2,99,1,AFRI,0,1,801
TGO,2,3,99,1,AFRI,0,1,738
TGO,2,99,99,1,AFRI,0,1,94
THA,1,1,1,1,ASIA,0,1,9002
THA,1,2,1,1,ASIA,0,1,8050
THA,1,3,1,1,ASIA,0,1,10312
THA,1,99,1,1,ASIA,0,1,1315
THA,1,1,2,1,ASIA,0,1,8219
THA,1,2,2,1,ASIA,0,1,7564
THA,1,3,2,1,ASIA,0,1,7377
THA,1,99,2,1,ASIA,0,1,667
THA,1,1,3,1,ASIA,0,1,20973
THA,1,2,3,1,ASIA,0,1,46018
THA,1,3,3,1,ASIA,0,1,42970
THA,1,99,3,1,ASIA,0,1,807
THA,1,1,99,1,ASIA,0,1,1315
THA,1,2,99,1,ASIA,0,1,1548
THA,1,3,99,1,ASIA,0,1,1404
THA,1,99,99,1,ASIA,0,1,749
THA,2,1,1,1,ASIA,0,1,29461
THA,2,2,1,1,ASIA,0,1,20115
THA,2,3,1,1,ASIA,0,1,30551
THA,2,99,1,1,ASIA,0,1,5244
THA,2,1,2,1,ASIA,0,1,30230
THA,2,2,2,1,ASIA,0,1,21971
THA,2,3,2,1,ASIA,0,1,23100
THA,2,99,2,1,ASIA,0,1,2809
THA,2,1,3,1,ASIA,0,1,91863
THA,2,2,3,1,ASIA,0,1,71041
THA,2,3,3,1,ASIA,0,1,72322
THA,2,99,3,1,ASIA,0,1,3485
THA,2,1,99,1,ASIA,0,1,2335
THA,2,2,99,1,ASIA,0,1,2194
THA,2,3,99,1,ASIA,0,1,1990
THA,2,99,99,1,ASIA,0,1,1420
TKL,1,1,1,1,OCEA,0,1,21
TKL,1,2,1,1,OCEA,0,1,69
TKL,1,3,1,1,OCEA,0,1,5
TKL,1,99,1,1,OCEA,0,1,12
TKL,1,1,2,1,OCEA,0,1,43
TKL,1,2,2,1,OCEA,0,1,43
TKL,1,3,2,1,OCEA,0,1,6
TKL,1,99,2,1,OCEA,0,1,20
TKL,1,1,3,1,OCEA,0,1,467
TKL,1,2,3,1,OCEA,0,1,232
TKL,1,3,3,1,OCEA,0,1,198
TKL,1,99,3,1,OCEA,0,1,118
TKL,1,1,99,1,OCEA,0,1,25
TKL,1,2,99,1,OCEA,0,1,8
TKL,1,3,99,1,OCEA,0,1,5
TKL,1,99,99,1,OCEA,0,1,30
TKL,2,1,1,1,OCEA,0,1,32
TKL,2,2,1,1,OCEA,0,1,76
TKL,2,3,1,1,OCEA,0,1,5
TKL,2,99,1,1,OCEA,0,1,16
TKL,2,1,2,1,OCEA,0,1,30
TKL,2,2,2,1,OCEA,0,1,33
TKL,2,3,2,1,OCEA,0,1,11
TKL,2,99,2,1,OCEA,0,1,11
TKL,2,1,3,1,OCEA,0,1,406
TKL,2,2,3,1,OCEA,0,1,163
TKL,2,3,3,1,OCEA,0,1,215
TKL,2,99,3,1,OCEA,0,1,129
TKL,2,1,99,1,OCEA,0,1,47
TKL,2,2,99,1,OCEA,0,1,6
TKL,2,3,99,1,OCEA,0,1,7
TKL,2,99,99,1,OCEA,0,1,21
TLS,1,1,1,1,ASIA,0,1,635
TLS,1,2,1,1,ASIA,0,1,315
TLS,1,3,1,1,ASIA,0,1,25
TLS,1,99,1,1,ASIA,0,1,13
TLS,1,1,2,1,ASIA,0,1,246
TLS,1,2,2,1,ASIA,0,1,28
TLS,1,3,2,1,ASIA,0,1,12
TLS,1,1,3,1,ASIA,0,1,1775
TLS,1,2,3,1,ASIA,0,1,2126
TLS,1,3,3,1,ASIA,0,1,1148
TLS,1,99,3,1,ASIA,0,1,250
TLS,1,1,99,1,ASIA,0,1,43
TLS,1,2,99,1,ASIA,0,1,67
TLS,1,3,99,1,ASIA,0,1,14
TLS,1,99,99,1,ASIA,0,1,58
TLS,2,1,1,1,ASIA,0,1,833
TLS,2,2,1,1,ASIA,0,1,244
TLS,2,3,1,1,ASIA,0,1,30
TLS,2,99,1,1,ASIA,0,1,15
TLS,2,1,2,1,ASIA,0,1,72
TLS,2,2,2,1,ASIA,0,1,136
TLS,2,3,2,1,ASIA,0,1,31
TLS,2,99,2,1,ASIA,0,1,13
TLS,2,1,3,1,ASIA,0,1,2907
TLS,2,2,3,1,ASIA,0,1,1982
TLS,2,3,3,1,ASIA,0,1,1038
TLS,2,99,3,1,ASIA,0,1,291
TLS,2,1,99,1,ASIA,0,1,36
TLS,2,2,99,1,ASIA,0,1,36
TLS,2,3,99,1,ASIA,0,1,19
TLS,2,99,99,1,ASIA,0,1,66
TON,1,1,1,1,OCEA,0,1,927
TON,1,2,1,1,OCEA,0,1,517
TON,1,3,1,1,OCEA,0,1,157
TON,1,99,1,1,OCEA,0,1,216
TON,1,1,2,1,OCEA,0,1,1080
TON,1,2,2,1,OCEA,0,1,1869
TON,1,3,2,1,OCEA,0,1,350
TON,1,99,2,1,OCEA,0,1,263
TON,1,1,3,1,OCEA,0,1,6666
TON,1,2,3,1,OCEA,0,1,10076
TON,1,3,3,1,OCEA,0,1,2644
TON,1,99,3,1,OCEA,0,1,1066
TON,1,1,99,1,OCEA,0,1,113
TON,1,2,99,1,OCEA,0,1,162
TON,1,3,99,1,OCEA,0,1,20
TON,1,99,99,1,OCEA,0,1,149
TON,2,1,1,1,OCEA,0,1,1142
TON,2,2,1,1,OCEA,0,1,846
TON,2,3,1,1,OCEA,0,1,301
TON,2,99,1,1,OCEA,0,1,205
TON,2,1,2,1,OCEA,0,1,690
TON,2,2,2,1,OCEA,0,1,914
TON,2,3,2,1,OCEA,0,1,393
TON,2,99,2,1,OCEA,0,1,233
TON,2,1,3,1,OCEA,0,1,6228
TON,2,2,3,1,OCEA,0,1,9629
TON,2,3,3,1,OCEA,0,1,3912
TON,2,99,3,1,OCEA,0,1,1158
TON,2,1,99,1,OCEA,0,1,59
TON,2,2,99,1,OCEA,0,1,86
TON,2,3,99,1,OCEA,0,1,46
TON,2,99,99,1,OCEA,0,1,75
TTO,1,1,1,1,SCAC,0,1,413
TTO,1,2,1,1,SCAC,0,1,4515
TTO,1,3,1,1,SCAC,0,1,2490
TTO,1,99,1,1,SCAC,0,1,26
TTO,1,1,2,1,SCAC,0,1,650
TTO,1,2,2,1,SCAC,0,1,6185
TTO,1,3,2,1,SCAC,0,1,4067
TTO,1,99,2,1,SCAC,0,1,19
TTO,1,1,3,1,SCAC,0,1,19335
TTO,1,2,3,1,SCAC,0,1,63421
TTO,1,3,3,1,SCAC,0,1,47531
TTO,1,99,3,1,SCAC,0,1,57
TTO,1,1,99,1,SCAC,0,1,54
TTO,1,2,99,1,SCAC,0,1,164
TTO,1,3,99,1,SCAC,0,1,376
TTO,1,99,99,1,SCAC,0,1,57
TTO,2,1,1,1,SCAC,0,1,1549
TTO,2,2,1,1,SCAC,0,1,5117
TTO,2,3,1,1,SCAC,0,1,3869
TTO,2,99,1,1,SCAC,0,1,54
TTO,2,1,2,1,SCAC,0,1,1450
TTO,2,2,2,1,SCAC,0,1,5538
TTO,2,3,2,1,SCAC,0,1,5157
TTO,2,99,2,1,SCAC,0,1,10
TTO,2,1,3,1,SCAC,0,1,20893
TTO,2,2,3,1,SCAC,0,1,72869
TTO,2,3,3,1,SCAC,0,1,70205
TTO,2,99,3,1,SCAC,0,1,74
TTO,2,1,99,1,SCAC,0,1,90
TTO,2,2,99,1,SCAC,0,1,234
TTO,2,3,99,1,SCAC,0,1,365
TTO,2,99,99,1,SCAC,0,1,68
TUN,1,1,1,1,AFRI,0,1,13429
TUN,1,2,1,1,AFRI,0,1,12963
TUN,1,3,1,1,AFRI,0,1,14288
TUN,1,99,1,1,AFRI,0,1,1103
TUN,1,1,2,1,AFRI,0,1,16103
TUN,1,2,2,1,AFRI,0,1,9173
TUN,1,3,2,1,AFRI,0,1,9806
TUN,1,99,2,1,AFRI,0,1,734
TUN,1,1,3,1,AFRI,0,1,104710
TUN,1,2,3,1,AFRI,0,1,75754
TUN,1,3,3,1,AFRI,0,1,49422
TUN,1,99,3,1,AFRI,0,1,730
TUN,1,1,99,1,AFRI,0,1,19778
TUN,1,2,99,1,AFRI,0,1,12952
TUN,1,3,99,1,AFRI,0,1,10013
TUN,1,99,99,1,AFRI,0,1,1173
TUN,2,1,1,1,AFRI,0,1,6762
TUN,2,2,1,1,AFRI,0,1,8435
TUN,2,3,1,1,AFRI,0,1,13985
TUN,2,99,1,1,AFRI,0,1,707
TUN,2,1,2,1,AFRI,0,1,8590
TUN,2,2,2,1,AFRI,0,1,5282
TUN,2,3,2,1,AFRI,0,1,9194
TUN,2,99,2,1,AFRI,0,1,387
TUN,2,1,3,1,AFRI,0,1,90047
TUN,2,2,3,1,AFRI,0,1,50789
TUN,2,3,3,1,AFRI,0,1,38462
TUN,2,99,3,1,AFRI,0,1,686
TUN,2,1,99,1,AFRI,0,1,17489
TUN,2,2,99,1,AFRI,0,1,10181
TUN,2,3,99,1,AFRI,0,1,8245
TUN,2,99,99,1,AFRI,0,1,189
TUR,1,1,0,1,EURO,1,0,18735122
TUR,1,2,0,1,EURO,1,0,5968344
TUR,1,3,0,1,EURO,1,0,4495093
TUR,2,1,0,1,EURO,1,0,21707468
TUR,2,2,0,1,EURO,1,0,4185942
TUR,2,3,0,1,EURO,1,0,3404363
TUR,2,99,0,1,EURO,1,0,131
TUR,1,1,1,1,EURO,1,1,43109
TUR,1,2,1,1,EURO,1,1,29653
TUR,1,3,1,1,EURO,1,1,33634
TUR,1,99,1,1,EURO,1,1,7441
TUR,1,1,2,1,EURO,1,1,39753
TUR,1,2,2,1,EURO,1,1,27873
TUR,1,3,2,1,EURO,1,1,21286
TUR,1,99,2,1,EURO,1,1,3853
TUR,1,1,3,1,EURO,1,1,591812
TUR,1,2,3,1,EURO,1,1,334002
TUR,1,3,3,1,EURO,1,1,126462
TUR,1,99,3,1,EURO,1,1,12266
TUR,1,1,99,1,EURO,1,1,14063
TUR,1,2,99,1,EURO,1,1,6687
TUR,1,3,99,1,EURO,1,1,3471
TUR,1,99,99,1,EURO,1,1,1056
TUR,2,1,1,1,EURO,1,1,44797
TUR,2,2,1,1,EURO,1,1,20138
TUR,2,3,1,1,EURO,1,1,27788
TUR,2,99,1,1,EURO,1,1,5155
TUR,2,1,2,1,EURO,1,1,45875
TUR,2,2,2,1,EURO,1,1,16876
TUR,2,3,2,1,EURO,1,1,14873
TUR,2,99,2,1,EURO,1,1,2679
TUR,2,1,3,1,EURO,1,1,699973
TUR,2,2,3,1,EURO,1,1,213435
TUR,2,3,3,1,EURO,1,1,93362
TUR,2,99,3,1,EURO,1,1,14377
TUR,2,1,99,1,EURO,1,1,14547
TUR,2,2,99,1,EURO,1,1,5162
TUR,2,3,99,1,EURO,1,1,3306
TUR,2,99,99,1,EURO,1,1,736
TUV,1,1,1,1,OCEA,0,1,28
TUV,1,2,1,1,OCEA,0,1,36
TUV,1,3,1,1,OCEA,0,1,13
TUV,1,99,1,1,OCEA,0,1,16
TUV,1,1,2,1,OCEA,0,1,67
TUV,1,2,2,1,OCEA,0,1,33
TUV,1,3,2,1,OCEA,0,1,16
TUV,1,99,2,1,OCEA,0,1,22
TUV,1,1,3,1,OCEA,0,1,250
TUV,1,2,3,1,OCEA,0,1,93
TUV,1,3,3,1,OCEA,0,1,41
TUV,1,99,3,1,OCEA,0,1,52
TUV,1,1,99,1,OCEA,0,1,25
TUV,1,2,99,1,OCEA,0,1,11
TUV,1,3,99,1,OCEA,0,1,3
TUV,1,99,99,1,OCEA,0,1,25
TUV,2,1,1,1,OCEA,0,1,34
TUV,2,2,1,1,OCEA,0,1,26
TUV,2,3,1,1,OCEA,0,1,12
TUV,2,99,1,1,OCEA,0,1,6
TUV,2,1,2,1,OCEA,0,1,71
TUV,2,2,2,1,OCEA,0,1,24
TUV,2,3,2,1,OCEA,0,1,19
TUV,2,99,2,1,OCEA,0,1,18
TUV,2,1,3,1,OCEA,0,1,275
TUV,2,2,3,1,OCEA,0,1,132
TUV,2,3,3,1,OCEA,0,1,62
TUV,2,99,3,1,OCEA,0,1,76
TUV,2,1,99,1,OCEA,0,1,25
TUV,2,2,99,1,OCEA,0,1,9
TUV,2,3,99,1,OCEA,0,1,2
TUV,2,99,99,1,OCEA,0,1,18
TWN,1,1,1,1,ASIA,0,1,1855
TWN,1,2,1,1,ASIA,0,1,7920
TWN,1,3,1,1,ASIA,0,1,24607
TWN,1,99,1,1,ASIA,0,1,757
TWN,1,1,2,1,ASIA,0,1,1598
TWN,1,2,2,1,ASIA,0,1,5052
TWN,1,3,2,1,ASIA,0,1,14422
TWN,1,99,2,1,ASIA,0,1,74
TWN,1,1,3,1,ASIA,0,1,9891
TWN,1,2,3,1,ASIA,0,1,29298
TWN,1,3,3,1,ASIA,0,1,134369
TWN,1,99,3,1,ASIA,0,1,393
TWN,1,1,23,1,ASIA,0,1,60
TWN,1,2,23,1,ASIA,0,1,56
TWN,1,3,23,1,ASIA,0,1,168
TWN,1,1,99,1,ASIA,0,1,322
TWN,1,2,99,1,ASIA,0,1,1325
TWN,1,3,99,1,ASIA,0,1,1967
TWN,1,99,99,1,ASIA,0,1,703
TWN,2,1,1,1,ASIA,0,1,2495
TWN,2,2,1,1,ASIA,0,1,15162
TWN,2,3,1,1,ASIA,0,1,29267
TWN,2,99,1,1,ASIA,0,1,1242
TWN,2,1,2,1,ASIA,0,1,2751
TWN,2,2,2,1,ASIA,0,1,6710
TWN,2,3,2,1,ASIA,0,1,20476
TWN,2,99,2,1,ASIA,0,1,181
TWN,2,1,3,1,ASIA,0,1,14292
TWN,2,2,3,1,ASIA,0,1,44910
TWN,2,3,3,1,ASIA,0,1,168217
TWN,2,99,3,1,ASIA,0,1,553
TWN,2,1,23,1,ASIA,0,1,42
TWN,2,2,23,1,ASIA,0,1,148
TWN,2,3,23,1,ASIA,0,1,66
TWN,2,1,99,1,ASIA,0,1,473
TWN,2,2,99,1,ASIA,0,1,1423
TWN,2,3,99,1,ASIA,0,1,1887
TWN,2,99,99,1,ASIA,0,1,740
TZA,1,1,1,1,AFRI,0,1,631
TZA,1,2,1,1,AFRI,0,1,1498
TZA,1,3,1,1,AFRI,0,1,949
TZA,1,99,1,1,AFRI,0,1,218
TZA,1,1,2,1,AFRI,0,1,1837
TZA,1,2,2,1,AFRI,0,1,1965
TZA,1,3,2,1,AFRI,0,1,1313
TZA,1,99,2,1,AFRI,0,1,55
TZA,1,1,3,1,AFRI,0,1,7708
TZA,1,2,3,1,AFRI,0,1,8685
TZA,1,3,3,1,AFRI,0,1,19386
TZA,1,99,3,1,AFRI,0,1,97
TZA,1,1,99,1,AFRI,0,1,77
TZA,1,2,99,1,AFRI,0,1,141
TZA,1,3,99,1,AFRI,0,1,301
TZA,1,99,99,1,AFRI,0,1,167
TZA,2,1,1,1,AFRI,0,1,2019
TZA,2,2,1,1,AFRI,0,1,1952
TZA,2,3,1,1,AFRI,0,1,1208
TZA,2,99,1,1,AFRI,0,1,167
TZA,2,1,2,1,AFRI,0,1,1122
TZA,2,2,2,1,AFRI,0,1,2130
TZA,2,3,2,1,AFRI,0,1,1702
TZA,2,99,2,1,AFRI,0,1,76
TZA,2,1,3,1,AFRI,0,1,10179
TZA,2,2,3,1,AFRI,0,1,11587
TZA,2,3,3,1,AFRI,0,1,15979
TZA,2,99,3,1,AFRI,0,1,105
TZA,2,1,99,1,AFRI,0,1,90
TZA,2,2,99,1,AFRI,0,1,236
